@RELATION browserninja.website

@ATTRIBUTE URL STRING
@ATTRIBUTE id NUMERIC
@ATTRIBUTE tagName STRING
@ATTRIBUTE childsNumber NUMERIC
@ATTRIBUTE textLength NUMERIC
@ATTRIBUTE basePlatform STRING
@ATTRIBUTE targetPlatform STRING
@ATTRIBUTE baseBrowser STRING
@ATTRIBUTE targetBrowser STRING
@ATTRIBUTE baseDPI NUMERIC
@ATTRIBUTE targetDPI NUMERIC
@ATTRIBUTE baseScreenshot STRING
@ATTRIBUTE targetScreenshot STRING
@ATTRIBUTE baseX NUMERIC
@ATTRIBUTE targetX NUMERIC
@ATTRIBUTE baseY NUMERIC
@ATTRIBUTE targetY NUMERIC
@ATTRIBUTE baseHeight NUMERIC
@ATTRIBUTE targetHeight NUMERIC
@ATTRIBUTE baseWidth NUMERIC
@ATTRIBUTE targetWidth NUMERIC
@ATTRIBUTE baseParentX NUMERIC
@ATTRIBUTE targetParentX NUMERIC
@ATTRIBUTE baseParentY NUMERIC
@ATTRIBUTE targetParentY NUMERIC
@ATTRIBUTE imageDiff NUMERIC
@ATTRIBUTE chiSquared NUMERIC
@ATTRIBUTE baseDeviceWidth NUMERIC
@ATTRIBUTE targetDeviceWidth NUMERIC
@ATTRIBUTE baseViewportWidth NUMERIC
@ATTRIBUTE targetViewportWidth NUMERIC
@ATTRIBUTE xpath STRING
@ATTRIBUTE baseXpath STRING
@ATTRIBUTE targetXpath STRING
@ATTRIBUTE phash NUMERIC
@ATTRIBUTE basePreviousSiblingLeft NUMERIC
@ATTRIBUTE targetPreviousSiblingLeft NUMERIC
@ATTRIBUTE basePreviousSiblingTop NUMERIC
@ATTRIBUTE targetPreviousSiblingTop NUMERIC
@ATTRIBUTE baseNextSiblingLeft NUMERIC
@ATTRIBUTE targetNextSiblingLeft NUMERIC
@ATTRIBUTE baseNextSiblingTop NUMERIC
@ATTRIBUTE targetNextSiblingTop NUMERIC
@ATTRIBUTE baseTextNodes NUMERIC
@ATTRIBUTE targetTextNodes NUMERIC
@ATTRIBUTE baseFontFamily STRING
@ATTRIBUTE targetFontFamily STRING
@ATTRIBUTE external {0, 1, 2}
@ATTRIBUTE internal {0, 1, 2}
@ATTRIBUTE base_bin1 NUMERIC
@ATTRIBUTE base_bin2 NUMERIC
@ATTRIBUTE base_bin3 NUMERIC
@ATTRIBUTE base_bin4 NUMERIC
@ATTRIBUTE base_bin5 NUMERIC
@ATTRIBUTE base_bin6 NUMERIC
@ATTRIBUTE base_bin7 NUMERIC
@ATTRIBUTE base_bin8 NUMERIC
@ATTRIBUTE base_bin9 NUMERIC
@ATTRIBUTE base_bin10 NUMERIC
@ATTRIBUTE target_bin1 NUMERIC
@ATTRIBUTE target_bin2 NUMERIC
@ATTRIBUTE target_bin3 NUMERIC
@ATTRIBUTE target_bin4 NUMERIC
@ATTRIBUTE target_bin5 NUMERIC
@ATTRIBUTE target_bin6 NUMERIC
@ATTRIBUTE target_bin7 NUMERIC
@ATTRIBUTE target_bin8 NUMERIC
@ATTRIBUTE target_bin9 NUMERIC
@ATTRIBUTE target_bin10 NUMERIC

@DATA
http://wwatana.be/mobile/mobile/201602/17/1.html,47.0,A,2.0,106.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,103.0,76.0,1098.0,1098.0,45.0,45.0,45.0,45.0,103.0,76.0,1098.0,1098.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/div[2]/div[2]/a[1],/body[2]/div[3]/footer[1]/div[2]/div[2]/a[1],/body[2]/div[3]/footer[1]/div[2]/div[2]/a[1],0.0,46.0,18.0,1098.0,1098.0,161.0,133.0,1098.0,1098.0,2.0,2.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,46.0,DIV,3.0,153.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,103.0,76.0,1098.0,1098.0,45.0,45.0,45.0,45.0,44.0,17.0,1098.0,1098.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/div[2]/div[2],/body[2]/div[3]/footer[1]/div[2]/div[2],/body[2]/div[3]/footer[1]/div[2]/div[2],0.0,46.0,18.0,1098.0,1098.0,161.0,133.0,1098.0,1098.0,2.0,2.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,45.0,IMG,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/45.png,results/iphonese/45.png,64.0,37.0,1108.0,1108.0,16.0,16.0,8.0,8.0,64.0,37.0,1083.0,1083.0,10062.0,66.8,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1]/span[1]/img[1],/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1]/span[1]/img[1],/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1]/span[1]/img[1],0.8,44.0,17.0,1068.0,1068.0,103.0,76.0,1098.0,1098.0,0.0,0.0,'roboto regular','roboto regular',0,0,247,4,0,1,0,2,0,1,0,1,245,4,3,0,2,1,0,0,0,1
http://wwatana.be/mobile/mobile/201602/17/1.html,44.0,SPAN,1.0,71.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,64.0,37.0,1083.0,1083.0,51.0,51.0,9.0,9.0,46.0,18.0,1098.0,1098.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1]/span[1],/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1]/span[1],/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1]/span[1],0.0,44.0,17.0,1068.0,1068.0,103.0,76.0,1098.0,1098.0,0.0,0.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,43.0,A,2.0,106.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,46.0,18.0,1098.0,1098.0,45.0,45.0,45.0,45.0,46.0,18.0,1098.0,1098.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1],/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1],/body[2]/div[3]/footer[1]/div[2]/div[1]/a[1],0.0,44.0,17.0,1068.0,1068.0,103.0,76.0,1098.0,1098.0,2.0,2.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,42.0,DIV,3.0,153.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,46.0,18.0,1098.0,1098.0,45.0,45.0,45.0,45.0,44.0,17.0,1098.0,1098.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/div[2]/div[1],/body[2]/div[3]/footer[1]/div[2]/div[1],/body[2]/div[3]/footer[1]/div[2]/div[1],0.0,44.0,17.0,1068.0,1068.0,103.0,76.0,1098.0,1098.0,2.0,2.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,41.0,DIV,20.0,928.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,44.0,17.0,1098.0,1098.0,67.0,67.0,286.0,286.0,0.0,0.0,1012.0,1012.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/div[2],/body[2]/div[3]/footer[1]/div[2],/body[2]/div[3]/footer[1]/div[2],0.0,44.0,17.0,1068.0,1068.0,-40.0,-40.0,1215.0,1215.0,6.0,6.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,40.0,SPAN,0.0,10.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/40.png,results/iphonese/40.png,136.0,108.0,1070.0,1070.0,13.0,13.0,104.0,104.0,44.0,17.0,1068.0,1068.0,61164.0,305.8,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/h2[1]/span[1],/body[2]/div[3]/footer[1]/h2[1]/span[1],/body[2]/div[3]/footer[1]/h2[1]/span[1],0.7,0.0,0.0,-68.0,-68.0,44.0,17.0,1098.0,1098.0,1.0,1.0,'roboto regular','roboto regular',0,0,254,1,0,0,0,0,0,0,0,1,253,1,1,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201602/17/1.html,39.0,H2,1.0,25.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,44.0,17.0,1068.0,1068.0,18.0,18.0,286.0,286.0,0.0,0.0,1012.0,1012.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1]/h2[1],/body[2]/div[3]/footer[1]/h2[1],/body[2]/div[3]/footer[1]/h2[1],0.0,0.0,0.0,-68.0,-68.0,44.0,17.0,1098.0,1098.0,2.0,2.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,38.0,FOOTER,39.0,1455.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,1012.0,1012.0,475.0,475.0,375.0,320.0,0.0,0.0,1012.0,1012.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3]/footer[1],/body[2]/div[3]/footer[1],/body[2]/div[3]/footer[1],0.0,0.0,0.0,-68.0,-68.0,0.0,0.0,0.0,0.0,4.0,4.0,'roboto regular','roboto regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,37.0,DIV,40.0,1489.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,1012.0,1012.0,300.0,300.0,375.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[3],/body[2]/div[3],/body[2]/div[3],0.0,0.0,0.0,-68.0,-68.0,0.0,0.0,0.0,0.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,36.0,SPAN,0.0,4.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/36.png,results/iphonese/36.png,159.0,132.0,486.0,436.0,24.0,24.0,56.0,57.0,142.0,117.0,480.0,431.0,173346.0,1311.7,750.0,640.0,375.0,320.0,/body[2]/div[2]/div[1]/div[1]/a[2]/span[1],/body[2]/div[2]/div[1]/div[1]/a[2]/span[1],/body[2]/div[2]/div[1]/div[1]/a[2]/span[1],0.7,28.0,24.0,213.0,163.0,0.0,0.0,1012.0,1012.0,1.0,1.0,'Roboto Regular','Roboto Regular',0,0,182,22,20,8,8,7,5,1,2,1,202,27,14,3,4,1,1,2,1,1
http://wwatana.be/mobile/mobile/201602/17/1.html,35.0,A,1.0,19.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,142.0,117.0,480.0,431.0,36.0,36.0,90.0,85.0,28.0,24.0,192.0,143.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[2]/div[1]/div[1]/a[2],/body[2]/div[2]/div[1]/div[1]/a[2],/body[2]/div[2]/div[1]/div[1]/a[2],0.0,28.0,24.0,213.0,163.0,0.0,0.0,1012.0,1012.0,2.0,2.0,'Roboto Regular','Roboto Regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,34.0,H1,0.0,47.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/34.png,results/iphonese/34.png,28.0,24.0,213.0,163.0,108.0,108.0,317.0,271.0,28.0,24.0,192.0,143.0,3987352.0,34623.4,750.0,640.0,375.0,320.0,/body[2]/div[2]/div[1]/div[1]/h1[1],/body[2]/div[2]/div[1]/div[1]/h1[1],/body[2]/div[2]/div[1]/div[1]/h1[1],1.0,0.0,0.0,0.0,0.0,142.0,117.0,480.0,431.0,1.0,1.0,'Magorian Regular','Magorian Regular',0,0,178,12,10,6,7,11,14,7,5,6,162,18,8,8,18,6,16,13,1,6
http://wwatana.be/mobile/mobile/201602/17/1.html,33.0,DIV,3.0,179.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,28.0,24.0,192.0,143.0,167.0,167.0,317.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[2]/div[1]/div[1],/body[2]/div[2]/div[1]/div[1],/body[2]/div[2]/div[1]/div[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,1012.0,3.0,3.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,32.0,DIV,4.0,228.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,0.0,0.0,553.0,454.0,375.0,320.0,0.0,0.0,-68.0,-68.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[2]/div[1],/body[2]/div[2]/div[1],/body[2]/div[2]/div[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,1012.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,31.0,DIV,5.0,271.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,-68.0,-68.0,1080.0,1080.0,375.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[2],/body[2]/div[2],/body[2]/div[2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,1012.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,11.0,SPAN,0.0,4.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/11.png,results/iphonese/11.png,319.0,264.0,23.0,23.0,18.0,18.0,33.0,33.0,0.0,0.0,0.0,0.0,7986.0,586.6,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/span[5],/body[2]/div[1]/div[1]/div[1]/span[5],/body[2]/div[1]/div[1]/div[1]/span[5],1.0,264.0,209.0,23.0,23.0,0.0,0.0,65.0,65.0,1.0,1.0,'Roboto Regular','Roboto Regular',0,0,248,0,0,0,1,2,2,2,0,1,246,0,2,2,2,0,0,0,1,3
http://wwatana.be/mobile/mobile/201602/17/1.html,10.0,SPAN,0.0,7.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/10.png,results/iphonese/10.png,264.0,209.0,23.0,23.0,18.0,18.0,53.0,53.0,0.0,0.0,0.0,0.0,16873.0,1016.7,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/span[4],/body[2]/div[1]/div[1]/div[1]/span[4],/body[2]/div[1]/div[1]/div[1]/span[4],0.9,137.0,110.0,46.0,46.0,319.0,264.0,23.0,23.0,1.0,1.0,'Roboto Regular','Roboto Regular',0,0,246,3,2,1,1,1,1,0,0,1,249,1,1,0,1,0,1,0,0,3
http://wwatana.be/mobile/mobile/201602/17/1.html,9.0,IMG,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/9.png,results/iphonese/9.png,137.0,110.0,22.0,22.0,39.0,39.0,100.0,100.0,137.0,110.0,11.0,11.0,144151.0,6790.8,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/a[3]/span[1]/img[1],/body[2]/div[1]/div[1]/div[1]/a[3]/span[1]/img[1],/body[2]/div[1]/div[1]/div[1]/a[3]/span[1]/img[1],0.7,22.0,22.0,22.0,22.0,264.0,209.0,23.0,23.0,0.0,0.0,-webkit-standard,-webkit-standard,0,0,239,2,1,1,1,1,4,3,1,3,236,4,0,1,2,3,3,3,1,3
http://wwatana.be/mobile/mobile/201602/17/1.html,8.0,SPAN,1.0,52.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,137.0,110.0,11.0,11.0,39.0,39.0,100.0,100.0,137.0,110.0,46.0,46.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/a[3]/span[1],/body[2]/div[1]/div[1]/div[1]/a[3]/span[1],/body[2]/div[1]/div[1]/div[1]/a[3]/span[1],0.0,22.0,22.0,22.0,22.0,264.0,209.0,23.0,23.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,7.0,A,2.0,91.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,137.0,110.0,46.0,46.0,19.0,19.0,101.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/a[3],/body[2]/div[1]/div[1]/div[1]/a[3],/body[2]/div[1]/div[1]/div[1]/a[3],0.0,22.0,22.0,22.0,22.0,264.0,209.0,23.0,23.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,6.0,SPAN,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/6.png,results/iphonese/6.png,22.0,22.0,31.0,31.0,2.0,2.0,20.0,20.0,22.0,22.0,22.0,22.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/span[2]/span[1],/body[2]/div[1]/div[1]/div[1]/span[2]/span[1],/body[2]/div[1]/div[1]/div[1]/span[2]/span[1],0.0,60.0,54.0,22.0,22.0,137.0,110.0,46.0,46.0,0.0,0.0,-webkit-standard,-webkit-standard,0,0,251,2,1,0,0,0,0,1,0,1,251,2,1,0,0,0,0,1,0,1
http://wwatana.be/mobile/mobile/201602/17/1.html,5.0,SPAN,1.0,15.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/span[2],/body[2]/div[1]/div[1]/div[1]/span[2],/body[2]/div[1]/div[1]/div[1]/span[2],0.0,60.0,54.0,22.0,22.0,137.0,110.0,46.0,46.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,4.0,IMG,0.0,0.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,results/iphone8/4.png,results/iphonese/4.png,60.0,54.0,18.0,18.0,28.0,28.0,28.0,28.0,60.0,54.0,22.0,22.0,53596.0,722.5,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/span[1]/img[1],/body[2]/div[1]/div[1]/div[1]/span[1]/img[1],/body[2]/div[1]/div[1]/div[1]/span[1]/img[1],1.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,-webkit-standard,-webkit-standard,0,0,235,8,2,1,2,1,1,2,2,2,235,9,1,2,1,2,3,1,1,1
http://wwatana.be/mobile/mobile/201602/17/1.html,3.0,SPAN,1.0,70.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,60.0,54.0,22.0,22.0,20.0,20.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1]/span[1],/body[2]/div[1]/div[1]/div[1]/span[1],/body[2]/div[1]/div[1]/div[1]/span[1],0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,2.0,DIV,9.0,461.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,0.0,0.0,65.0,65.0,375.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1]/div[1],/body[2]/div[1]/div[1]/div[1],/body[2]/div[1]/div[1]/div[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,6.0,6.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,1.0,DIV,29.0,1409.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,0.0,0.0,65.0,65.0,375.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1]/div[1],/body[2]/div[1]/div[1],/body[2]/div[1]/div[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,-68.0,3.0,3.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,0.0,DIV,30.0,1443.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhoneSE',null,null,2.0,2.0,null,null,0.0,0.0,0.0,0.0,65.0,65.0,375.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,640.0,375.0,320.0,/body[2]/div[1],/body[2]/div[1],/body[2]/div[1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,-68.0,2.0,2.0,-webkit-standard,-webkit-standard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,77.0,A,0.0,5.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,results/iphone8/77.png,results/iphone8plus/77.png,163.0,182.0,1383.0,1383.0,18.0,18.0,48.0,48.0,0.0,0.0,1383.0,1383.0,45081.0,368.1,750.0,1242.0,375.0,414.0,/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[7]/a[1],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[7]/a[1],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[7]/a[1],0.9,0.0,0.0,1355.0,1355.0,0.0,0.0,0.0,0.0,1.0,1.0,'Roboto Regular','Roboto Regular',0,0,253,1,1,0,0,0,0,0,0,1,255,0,0,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201602/17/1.html,76.0,LI,1.0,32.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,null,null,0.0,0.0,1383.0,1383.0,18.0,18.0,375.0,414.0,-40.0,-40.0,1215.0,1215.0,0.0,0.0,750.0,1242.0,375.0,414.0,/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[7],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[7],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[7],0.0,0.0,0.0,1355.0,1355.0,0.0,0.0,0.0,0.0,2.0,2.0,'roboto regular','Roboto Regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://wwatana.be/mobile/mobile/201602/17/1.html,75.0,A,0.0,28.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,results/iphone8/75.png,results/iphone8plus/75.png,85.0,104.0,1355.0,1355.0,18.0,18.0,204.0,204.0,0.0,0.0,1355.0,1355.0,179277.0,7201.7,750.0,1242.0,375.0,414.0,/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[6]/a[1],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[6]/a[1],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[6]/a[1],1.0,0.0,0.0,1327.0,1327.0,0.0,0.0,1383.0,1383.0,1.0,1.0,'Roboto Regular','Roboto Regular',0,0,253,2,0,0,0,0,0,0,0,1,255,0,0,0,0,0,0,0,0,1
http://wwatana.be/mobile/mobile/201602/17/1.html,74.0,LI,1.0,55.0,'iOS 12.1 - Safari -- iOS - iPhone 8','iOS 12.1 - Safari -- iOS - iPhone 8 Plus',null,null,2.0,3.0,null,null,0.0,0.0,1355.0,1355.0,18.0,18.0,375.0,414.0,-40.0,-40.0,1215.0,1215.0,0.0,0.0,750.0,1242.0,375.0,414.0,/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[6],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[6],/body[2]/div[3]/footer[1]/div[3]/ul[1]/li[6],0.0,0.0,0.0,1327.0,1327.0,0.0,0.0,1383.0,1383.0,2.0,2.0,'roboto regular','Roboto Regular',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
